Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,Sideboarded,Annotation
"Dowsing Device",1,118108,Uncommon,LCI,146a,No,No,0
"Dreadmaw's Ire",1,118112,Uncommon,LCI,147,No,No,0
"Enterprising Scallywag",1,118114,Uncommon,LCI,148,No,No,0
"Etali's Favor",2,118116,Common,LCI,149,No,No,0
"Geological Appraiser",1,118118,Uncommon,LCI,150,No,No,0
"Goblin Tomb Raider",2,118120,Common,LCI,151,No,No,0
"Goldfury Strider",1,118122,Uncommon,LCI,152,No,No,0
"Hotfoot Gnome",2,118126,Common,LCI,154,No,No,0
"Idol of the Deep King",2,118128,Common,LCI,155a,No,No,0
"Panicked Altisaur",2,118140,Common,LCI,159,No,No,0
"Plundering Pirate",2,118142,Common,LCI,160,No,No,0
"Rampaging Ceratops",1,118146,Uncommon,LCI,162,No,No,0
"Rumbling Rockslide",2,118148,Common,LCI,163,No,No,0
"Saheeli's Lattice",1,118150,Uncommon,LCI,164a,No,No,0
"Scytheclaw Raptor",1,118154,Uncommon,LCI,165,No,No,0
"Seismic Monstrosaur",2,118156,Common,LCI,166,No,No,0
"Sunfire Torch",2,118158,Common,LCI,167,No,No,0
"Sunshot Militia",2,118160,Common,LCI,168,No,No,0
"Tectonic Hazard",2,118162,Common,LCI,169,No,No,0
"Triumphant Chomp",1,118164,Uncommon,LCI,170,No,No,0
"Volatile Wanderglyph",2,118168,Common,LCI,172,No,No,0
"Zoyowa's Justice",1,118170,Uncommon,LCI,173,No,No,0
"Armored Kincaller",2,118172,Common,LCI,174,No,No,0
"Basking Capybara",2,118174,Common,LCI,175,No,No,0
"Cavern Stomper",2,118178,Common,LCI,177,No,No,0
"Cenote Scout",1,118180,Uncommon,LCI,178,No,No,0
"Coati Scavenger",1,118182,Uncommon,LCI,179,No,No,0
"Colossadactyl",1,118184,Uncommon,LCI,180,No,No,0
"Disturbed Slumber",2,118188,Common,LCI,182,No,No,0
"Earthshaker Dreadmaw",1,118190,Uncommon,LCI,183,No,No,0
"Explorer's Cache",1,118192,Uncommon,LCI,184,No,No,0
"Glimpse the Core",1,118196,Uncommon,LCI,186,No,No,0
"Glowcap Lantern",1,118198,Uncommon,LCI,187,No,No,0
"Huatli's Final Strike",2,118208,Common,LCI,190,No,No,0
"In the Presence of Ages",2,118212,Common,LCI,192,No,No,0
"Ixalli's Lorekeeper",1,118216,Uncommon,LCI,194,No,No,0
"Jade Seedstones",1,118218,Uncommon,LCI,195a,No,No,0
"Kaslem's Stonetree",2,118224,Common,LCI,197a,No,No,0
"Malamet Battle Glyph",1,118228,Uncommon,LCI,198,No,No,0
"Malamet Brawler",2,118230,Common,LCI,199,No,No,0
"Malamet Scythe",2,118232,Common,LCI,200,No,No,0
"Malamet Veteran",2,118234,Common,LCI,201,No,No,0
"Mineshaft Spider",2,118236,Common,LCI,202,No,No,0
"Nurturing Bristleback",2,118238,Common,LCI,203,No,No,0
"Over the Edge",2,118244,Common,LCI,205,No,No,0
"Pathfinding Axejaw",2,118246,Common,LCI,206,No,No,0
"Poison Dart Frog",2,118248,Common,LCI,207,No,No,0
"River Herald Guide",2,118252,Common,LCI,209,No,No,0
"Seeker of Sunlight",2,118254,Common,LCI,210,No,No,0
"Spelunking",1,118260,Uncommon,LCI,213,No,No,0
"Staggering Size",2,118262,Common,LCI,214,No,No,0
"Tendril of the Mycotyrant",1,118264,Uncommon,LCI,215,No,No,0
"Thrashing Brontodon",1,118266,Uncommon,LCI,216,No,No,0
"Twists and Turns",1,118268,Uncommon,LCI,217a,No,No,0
"Walk with the Ancestors",2,118272,Common,LCI,218,No,No,0
"Akawalli, the Seething Tower",1,118276,Uncommon,LCI,220,No,No,0
"Bartolom̩ del Presidio",1,118284,Uncommon,LCI,224,No,No,0
"Caparocti Sunborn",1,118288,Uncommon,LCI,226,No,No,0
"Captain Storm, Cosmium Raider",1,118290,Uncommon,LCI,227,No,No,0
"Itzquinth, Firstborn of Gishath",1,118296,Uncommon,LCI,230,No,No,0
"Kutzil, Malamet Exemplar",1,118302,Uncommon,LCI,232,No,No,0
"Master's Guide-Mural",1,118304,Uncommon,LCI,233a,No,No,0
"Nicanzil, Current Conductor",1,118312,Uncommon,LCI,236,No,No,0
"Uchbenbak, the Great Mistake",1,118324,Uncommon,LCI,242,No,No,0
"Wail of the Forgotten",1,118328,Rare,LCI,244,No,No,0
"Zoyowa Lava-Tongue",1,118330,Uncommon,LCI,245,No,No,0
"Buried Treasure",2,118332,Common,LCI,246,No,No,0
"Careening Mine Cart",1,118334,Uncommon,LCI,247,No,No,0
"Cartographer's Companion",2,118336,Common,LCI,248,No,No,0
"Compass Gnome",2,118340,Common,LCI,250,No,No,0
"Contested Game Ball",1,118342,Uncommon,LCI,251,No,No,0
"Digsite Conservator",1,118344,Uncommon,LCI,252,No,No,0
"Disruptor Wanderglyph",2,118346,Common,LCI,253,No,No,0
"Hoverstone Pilgrim",1,118348,Uncommon,LCI,254,No,No,0
"Hunter's Blowgun",2,118350,Common,LCI,255,No,No,0
"Runaway Boulder",2,118360,Common,LCI,259,No,No,0
"Scampering Surveyor",1,118362,Uncommon,LCI,260,No,No,0
"Sorcerous Spyglass",1,118364,Uncommon,LCI,261,No,No,0
"Sunbird Standard",1,118366,Uncommon,LCI,262a,No,No,0
"Swashbuckler's Whip",1,118370,Uncommon,LCI,263,No,No,0
"Captivating Cave",2,118384,Land,LCI,268,No,No,0
"Cavernous Maw",1,118388,Uncommon,LCI,270,No,No,0
"Forgotten Monument",1,118392,Uncommon,LCI,272,No,No,0
"Hidden Cataract",2,118394,Land,LCI,273,No,No,0
"Hidden Courtyard",2,118396,Land,LCI,274,No,No,0
"Hidden Necropolis",2,118398,Land,LCI,275,No,No,0
"Hidden Nursery",2,118400,Land,LCI,276,No,No,0
"Hidden Volcano",2,118402,Land,LCI,277,No,No,0
"Pit of Offerings",1,118404,Uncommon,LCI,278,No,No,0
"Promising Vein",2,118406,Land,LCI,279,No,No,0
"Restless Ridgeline",1,118414,Rare,LCI,283,No,No,0
"Volatile Fault",1,118420,Uncommon,LCI,286,No,No,0
"Plains",2,118422,Land,LCI,287,No,No,0
"Island",2,118424,Land,LCI,288,No,No,0
"Swamp",2,118426,Land,LCI,289,No,No,0
"Mountain",2,118428,Land,LCI,290,No,No,0
"Forest",2,118430,Land,LCI,291,No,No,0
"Plains",2,118432,Land,LCI,393,No,No,0
"Plains",2,118434,Land,LCI,394,No,No,0
"Island",2,118436,Land,LCI,395,No,No,0
"Island",2,118438,Land,LCI,396,No,No,0
"Swamp",2,118440,Land,LCI,397,No,No,0
"Swamp",2,118442,Land,LCI,398,No,No,0
"Mountain",2,118444,Land,LCI,399,No,No,0
"Mountain",2,118446,Land,LCI,400,No,No,0
"Forest",2,118448,Land,LCI,401,No,No,0
"Forest",2,118450,Land,LCI,402,No,No,0
"Arwen, Mortal Queen",1,119894,Mythic Rare,LTR,742,No,No,0
"Auspicious Arrival",1,121159,Promo,MKM,288,Yes,No,0
"Deduce",1,121169,Promo,MKM,293,Yes,No,0
"It Doesn't Add Up",1,121181,Promo,MKM,299,Yes,No,0
"Slice from the Shadows",1,121185,Promo,MKM,301,Yes,No,0
"Coerced to Kill",1,121205,Promo,MKM,311,Yes,No,0
"Lightning Helix",1,121223,Promo,MKM,426,Yes,No,0
"Krenko's Buzzcrusher",1,121276,Promo,MKM,405,No,No,0
"Neighborhood Guardian",1,121319,Promo,MKM,339,Yes,No,0
"Gleaming Geardrake",2,121363,Promo,MKM,361,Yes,No,0
"Wispdrinker Vampire",1,121389,Promo,MKM,374,Yes,No,0
"Undercity Sewers",1,121448,Promo,MKM,332,No,No,0
"Case of the Shattered Pact",1,121492,Uncommon,MKM,1,No,No,0
"Absolving Lammasu",1,121494,Uncommon,MKM,2,No,No,0
"Auspicious Arrival",2,121500,Common,MKM,5,No,No,0
"Call a Surprise Witness",1,121502,Uncommon,MKM,6,No,No,0
"Case of the Gateway Express",1,121504,Uncommon,MKM,8,No,No,0
"Case of the Pilfered Proof",1,121506,Uncommon,MKM,9,No,No,0
"Defenestrated Phantom",2,121510,Common,MKM,11,No,No,0
"Due Diligence",2,121516,Common,MKM,14,No,No,0
"Essence of Antiquity",1,121518,Uncommon,MKM,15,No,No,0
"Forum Familiar",1,121520,Uncommon,MKM,16,No,No,0
"Griffnaut Tracker",2,121522,Common,MKM,17,No,No,0
"Haazda Vigilante",2,121524,Common,MKM,18,No,No,0
"Inside Source",2,121526,Common,MKM,19,No,No,0
"Karlov Watchdog",1,121528,Uncommon,MKM,20,No,No,0
"Krovod Haunch",1,121530,Uncommon,MKM,21,No,No,0
"Make Your Move",2,121532,Common,MKM,22,No,No,0
"Makeshift Binding",2,121534,Common,MKM,23,No,No,0
"Marketwatch Phantom",2,121536,Common,MKM,24,No,No,0
"Museum Nightwatch",2,121538,Common,MKM,25,No,No,0
"Neighborhood Guardian",1,121540,Uncommon,MKM,26,No,No,0
"No Witnesses",1,121542,Rare,MKM,27,No,No,0
"Not on My Watch",1,121544,Uncommon,MKM,28,No,No,0
"Novice Inspector",2,121546,Common,MKM,29,No,No,0
"On the Job",2,121548,Common,MKM,30,No,No,0
"Perimeter Enforcer",1,121550,Uncommon,MKM,31,No,No,0
"Sanctuary Wall",1,121552,Uncommon,MKM,32,No,No,0
"Seasoned Consultant",2,121554,Common,MKM,33,No,No,0
"Wrench",1,121560,Uncommon,MKM,37,No,No,0
"Agency Outfitter",1,121562,Uncommon,MKM,38,No,No,0
"Behind the Mask",2,121564,Common,MKM,39,No,No,0
"Benthic Criminologists",2,121566,Common,MKM,40,No,No,0
"Bubble Smuggler",2,121568,Common,MKM,41,No,No,0
"Burden of Proof",1,121570,Uncommon,MKM,42,No,No,0
"Candlestick",1,121572,Uncommon,MKM,43,No,No,0
"Case of the Filched Falcon",1,121574,Uncommon,MKM,44,No,No,0
"Cold Case Cracker",2,121578,Common,MKM,46,No,No,0
"Crimestopper Sprite",2,121584,Common,MKM,49,No,No,0
"Curious Inquiry",1,121588,Uncommon,MKM,51,No,No,0
"Deduce",2,121590,Common,MKM,52,No,No,0
"Dramatic Accusation",2,121592,Common,MKM,53,No,No,0
"Eliminate the Impossible",1,121594,Uncommon,MKM,54,No,No,0
"Exit Specialist",1,121596,Uncommon,MKM,55,No,No,0
"Fae Flight",1,121598,Uncommon,MKM,56,No,No,0
"Forensic Researcher",1,121602,Uncommon,MKM,58,No,No,0
"Furtive Courier",1,121604,Uncommon,MKM,59,No,No,0
"Hotshot Investigators",2,121606,Common,MKM,60,No,No,0
"Jaded Analyst",2,121610,Common,MKM,62,No,No,0
"Living Conundrum",1,121612,Uncommon,MKM,63,No,No,0
"Mistway Spy",1,121616,Uncommon,MKM,65,No,No,0
"Out Cold",2,121618,Common,MKM,66,No,No,0
"Projektor Inspector",2,121622,Common,MKM,68,No,No,0
"Reasonable Doubt",2,121624,Common,MKM,69,No,No,0
"Unauthorized Exit",2,121630,Common,MKM,74,No,No,0
"Agency Coroner",2,121632,Common,MKM,75,No,No,0
"Alley Assailant",2,121634,Common,MKM,76,No,No,0
"Basilica Stalker",2,121638,Common,MKM,78,No,No,0
"Cerebral Confiscation",2,121642,Common,MKM,81,No,No,0
"Extract a Confession",2,121646,Common,MKM,84,No,No,0
"Festerleech",1,121648,Uncommon,MKM,85,No,No,0
"It Doesn't Add Up",1,121656,Uncommon,MKM,89,No,No,0
"Lead Pipe",1,121658,Uncommon,MKM,90,No,No,0
"Leering Onlooker",1,121660,Uncommon,MKM,91,No,No,0
"Macabre Reconstruction",2,121664,Common,MKM,93,No,No,0
"Murder",2,121668,Common,MKM,95,No,No,0
"Nightdrinker Moroii",1,121670,Uncommon,MKM,96,No,No,0
"Persuasive Interrogators",1,121674,Uncommon,MKM,98,No,No,0
"Polygraph Orb",1,121676,Uncommon,MKM,99,No,No,0
"Presumed Dead",1,121678,Uncommon,MKM,100,No,No,0
"Repeat Offender",2,121680,Common,MKM,101,No,No,0
"Rot Farm Mortipede",2,121682,Common,MKM,102,No,No,0
"Slice from the Shadows",2,121684,Common,MKM,103,No,No,0
"Slimy Dualleech",1,121686,Uncommon,MKM,104,No,No,0
"Snarling Gorehound",2,121688,Common,MKM,105,No,No,0
"Soul Enervation",1,121690,Uncommon,MKM,106,No,No,0
"Toxin Analysis",2,121692,Common,MKM,107,No,No,0
"Undercity Eliminator",1,121694,Uncommon,MKM,108,No,No,0
"Unscrupulous Agent",2,121696,Common,MKM,109,No,No,0
"Bolrac-Clan Basher",1,121702,Uncommon,MKM,112,No,No,0
"Case of the Burning Masks",1,121704,Uncommon,MKM,113,No,No,0
"Caught Red-Handed",1,121708,Uncommon,MKM,115,No,No,0
"The Chase Is On",2,121710,Common,MKM,116,No,No,0
"Concealed Weapon",1,121712,Uncommon,MKM,117,No,No,0
"Convenient Target",1,121716,Uncommon,MKM,119,No,No,0
"Cornered Crook",1,121718,Uncommon,MKM,120,No,No,0
"Crime Novelist",1,121720,Uncommon,MKM,121,No,No,0
"Demand Answers",2,121722,Common,MKM,122,No,No,0
"Expose the Culprit",1,121726,Uncommon,MKM,124,No,No,0
"Felonious Rage",2,121728,Common,MKM,125,No,No,0
"Frantic Scapegoat",1,121730,Uncommon,MKM,126,No,No,0
"Galvanize",2,121734,Common,MKM,128,No,No,0
"Gearbane Orangutan",2,121736,Common,MKM,129,No,No,0
"Goblin Maskmaker",2,121738,Common,MKM,130,No,No,0
"Harried Dronesmith",1,121740,Uncommon,MKM,131,No,No,0
"Innocent Bystander",2,121744,Common,MKM,133,No,No,0
"Knife",1,121746,Uncommon,MKM,134,No,No,0
"Offender at Large",2,121754,Common,MKM,138,No,No,0
"Person of Interest",2,121756,Common,MKM,139,No,No,0
"Reckless Detective",1,121760,Uncommon,MKM,141,No,No,0
"Red Herring",2,121762,Common,MKM,142,No,No,0
"Rubblebelt Braggart",2,121764,Common,MKM,143,No,No,0
"Shock",2,121766,Common,MKM,144,No,No,0
"Suspicious Detonation",2,121768,Common,MKM,145,No,No,0
"Vengeful Tracker",1,121770,Uncommon,MKM,147,No,No,0
"Airtight Alibi",2,121774,Common,MKM,149,No,No,0
"Bite Down on Crime",2,121784,Common,MKM,154,No,No,0
"Case of the Trampled Garden",1,121788,Uncommon,MKM,156,No,No,0
"Chalk Outline",1,121790,Uncommon,MKM,157,No,No,0
"Culvert Ambusher",1,121792,Uncommon,MKM,158,No,No,0
"Fanatical Strength",2,121794,Common,MKM,159,No,No,0
"Flourishing Bloom-Kin",1,121796,Uncommon,MKM,160,No,No,0
"Get a Leg Up",1,121798,Uncommon,MKM,161,No,No,0
"Glint Weaver",1,121800,Uncommon,MKM,162,No,No,0
"Greenbelt Radical",1,121802,Uncommon,MKM,163,No,No,0
"Hard-Hitting Question",1,121804,Uncommon,MKM,164,No,No,0
"Hedge Whisperer",1,121806,Uncommon,MKM,165,No,No,0
"A Killer Among Us",1,121810,Uncommon,MKM,167,No,No,0
"Loxodon Eavesdropper",2,121812,Common,MKM,168,No,No,0
"Nervous Gardener",2,121814,Common,MKM,169,No,No,0
"Pompous Gadabout",1,121818,Uncommon,MKM,171,No,No,0
"Rope",1,121822,Uncommon,MKM,173,No,No,0
"Rubblebelt Maverick",2,121824,Common,MKM,174,No,No,0
"Sample Collector",1,121826,Uncommon,MKM,175,No,No,0
"They Went This Way",2,121832,Common,MKM,178,No,No,0
"Topiary Panther",2,121834,Common,MKM,179,No,No,0
"Tunnel Tipster",2,121836,Common,MKM,180,No,No,0
"Vengeful Creeper",2,121840,Common,MKM,182,No,No,0
"Vitu-Ghazi Inspector",2,121842,Common,MKM,183,No,No,0
"Buried in the Garden",1,121856,Uncommon,MKM,191,No,No,0
"Coerced to Kill",1,121858,Uncommon,MKM,192,No,No,0
"Crowd-Control Warden",2,121860,Common,MKM,193,No,No,0
"Curious Cadaver",1,121862,Uncommon,MKM,194,No,No,0
"Deadly Complication",1,121864,Uncommon,MKM,195,No,No,0
"Detective's Satchel",1,121866,Uncommon,MKM,196,No,No,0
"Dog Walker",2,121868,Common,MKM,197,No,No,0
"Evidence Examiner",1,121876,Uncommon,MKM,201,No,No,0
"Faerie Snoop",2,121880,Common,MKM,203,No,No,0
"Gadget Technician",2,121882,Common,MKM,204,No,No,0
"Gleaming Geardrake",1,121884,Uncommon,MKM,205,No,No,0
"Granite Witness",2,121886,Common,MKM,206,No,No,0
"Insidious Roots",1,121890,Uncommon,MKM,208,No,No,0
"Lightning Helix",1,121910,Uncommon,MKM,218,No,No,0
"Meddling Youths",1,121912,Uncommon,MKM,219,No,No,0
"Private Eye",1,121920,Uncommon,MKM,223,No,No,0
"Rakish Scoundrel",2,121924,Common,MKM,225,No,No,0
"Repulsive Mutation",1,121928,Uncommon,MKM,227,No,No,0
"Riftburst Hellion",2,121930,Common,MKM,228,No,No,0
"Rune-Brand Juggler",1,121932,Uncommon,MKM,229,No,No,0
"Sanguine Savior",2,121934,Common,MKM,230,No,No,0
"Shady Informant",2,121936,Common,MKM,231,No,No,0
"Soul Search",1,121938,Uncommon,MKM,232,No,No,0
"Sumala Sentry",1,121940,Uncommon,MKM,233,No,No,0
"Tin Street Gossip",1,121944,Uncommon,MKM,235,No,No,0
"Wispdrinker Vampire",1,121958,Uncommon,MKM,243,No,No,0
"Cease/Desist",1,121964,Uncommon,MKM,,No,No,0
"Flotsam/Jetsam",1,121970,Uncommon,MKM,,No,No,0
"Fuss/Bother",1,121976,Uncommon,MKM,,No,No,0
"Hustle/Bustle",1,121982,Uncommon,MKM,,No,No,0
"Push/Pull",1,121988,Uncommon,MKM,,No,No,0
"Gravestone Strider",2,121996,Common,MKM,252,No,No,0
"Lumbering Laundry",1,121998,Uncommon,MKM,253,No,No,0
"Magnetic Snuffler",1,122000,Uncommon,MKM,254,No,No,0
"Magnifying Glass",2,122002,Common,MKM,255,No,No,0
"Sanitation Automaton",2,122004,Common,MKM,256,No,No,0
"Thinking Cap",2,122006,Common,MKM,257,No,No,0
"Branch of Vitu-Ghazi",1,122008,Uncommon,MKM,258,No,No,0
"Public Thoroughfare",2,122022,Common,MKM,265,No,No,0
"Scene of the Crime",1,122026,Uncommon,MKM,267,No,No,0
"Case File Auditor",1,122036,Uncommon,MKM,a7,No,No,0
"Sudden Setback",1,122040,Uncommon,MKM,a72,No,No,0
"Surveillance Monitor",1,122042,Uncommon,MKM,a73,No,No,0
"Case of the Gorgon's Kiss",1,122044,Uncommon,MKM,a79,No,No,0
"Clandestine Meddler",1,122046,Uncommon,MKM,a82,No,No,0
"Torch the Witness",1,122048,Uncommon,MKM,a146,No,No,0
"Break Out",1,122050,Uncommon,MKM,a190,No,No,0
"Kraul Whipcracker",1,122052,Uncommon,MKM,a213,No,No,0
"Undercover Crocodelf",2,122054,Common,MKM,a239,No,No,0
"Plains",1,122057,Land,MKM,272,Yes,No,0
"Apothecary White",1,123413,Rare,CLU,1,Yes,No,0
"Senator Peacock",1,123415,Rare,CLU,2,Yes,No,0
"Headliner Scarlett",1,123419,Rare,CLU,4,Yes,No,0
"Emissary Green",1,123421,Rare,CLU,5,Yes,No,0
"Wrench",1,123425,Uncommon,CLU,7,Yes,No,0
"Knife",1,123431,Uncommon,CLU,10,Yes,No,0
"Ballroom",1,123435,Uncommon,CLU,12,Yes,No,0
"Billiard Room",1,123437,Uncommon,CLU,13,Yes,No,0
"Hall",1,123443,Uncommon,CLU,16,Yes,No,0
"Kitchen",1,123445,Uncommon,CLU,17,Yes,No,0
"Secret Passage",1,123451,Uncommon,CLU,20,Yes,No,0
"Study",1,123453,Uncommon,CLU,21,Yes,No,0
"Clandestine Meddler",1,123500,Promo,MKM,b82,Yes,No,0
"Torch the Witness",1,123502,Promo,MKM,b146,Yes,No,0
"Fierce Retribution",1,123568,Uncommon,OTP,2,Yes,No,0
"Journey to Nowhere",2,123570,Uncommon,OTP,3,Yes,No,0
"Repulse",1,123590,Uncommon,OTP,13,Yes,No,0
"Heartless Pillage",1,123592,Uncommon,OTP,14,Yes,No,0
"Murder",2,123596,Uncommon,OTP,16,Yes,No,0
"Skewer the Critics",1,123616,Uncommon,OTP,26,Yes,No,0
"Clear Shot",1,123620,Uncommon,OTP,28,Yes,No,0
"Thornado",1,123630,Uncommon,OTP,33,Yes,No,0
"Back for More",2,123636,Uncommon,OTP,36,Yes,No,0
"Buried in the Garden",1,123640,Uncommon,OTP,38,Yes,No,0
"Decisive Denial",1,123652,Uncommon,OTP,42,Yes,No,0
"Hindering Light",2,123660,Uncommon,OTP,46,Yes,No,0
"Humiliate",1,123662,Uncommon,OTP,47,Yes,No,0
"Hypothesizzle",2,123664,Uncommon,OTP,48,Yes,No,0
"Savage Smash",2,123674,Uncommon,OTP,53,Yes,No,0
"Terminal Agony",2,123678,Uncommon,OTP,55,Yes,No,0
"Ruthless Lawbringer",1,123734,Promo,OTJ,372,Yes,No,0
"Lilah, Undefeated Slickshot",1,123833,Promo,OTJ,356,No,No,0
"Dust Animus",1,123929,Rare,OTJ,9,No,No,0
"Fortune, Loyal Steed",1,123935,Rare,OTJ,12,No,No,0
"Geralf, the Fleshwright",1,124011,Mythic Rare,OTJ,50,No,No,0
"Rush of Dread",1,124119,Rare,OTJ,104,No,No,0
"Selvala, Eager Trailblazer",1,124373,Mythic Rare,OTJ,231,No,No,0
"Sling-Gang Lieutenant",1,125539,Promo,MH3,8,No,No,0
"Metastatic Evangel",1,125576,Promo,MH3,393,Yes,No,0
"Accursed Marauder",2,125600,Promo,MH3,405,Yes,No,0
"Marionette Apprentice",1,125610,Promo,MH3,410,Yes,No,0
"Galvanic Discharge",1,125624,Promo,MH3,417,Yes,No,0
"Lion Umbra",1,125642,Promo,MH3,426,Yes,No,0
"Snow-Covered Wastes",2,125668,Promo,MH3,439,Yes,No,0
"Ruby Medallion",1,125863,Promo,MH3,348,No,No,0
"Legion Leadership",1,126566,Uncommon,MH3,255a,Yes,No,0
"Revitalizing Repast",3,126570,Uncommon,MH3,256a,Yes,No,0
"Keen-Eyed Raven",1,127589,Uncommon,ACR,279,Yes,No,0
"Settlement Blacksmith",2,127591,Uncommon,ACR,280,Yes,No,0
"Merciless Harlequin",1,127605,Common,ACR,287,Yes,No,0
"Headsplitter",1,127609,Common,ACR,289,Yes,No,0
"Achilles Davenport",1,127619,Rare,ACR,294,Yes,No,0
"Rooftop Bypass",1,127627,Rare,ACR,298,Yes,No,0
"Arbaaz Mir",2,127667,Promo,ACR,138,Yes,No,0
"Arno Dorian",1,127669,Promo,ACR,139,Yes,No,0
"Lydia Frye",1,127689,Promo,ACR,149,Yes,No,0
"Shay Cormac",1,127697,Promo,ACR,153,Yes,No,0
"Mary Read and Anne Bonny",1,128088,Rare,ACR,61,No,No,0
"Wear Down",1,129096,Promo,BLB,384,Yes,No,0
"Plains",1,129790,Land,BLB,262,Yes,No,0
"Plains",1,129792,Land,BLB,263,Yes,No,0
"Island",1,129798,Land,BLB,266,Yes,No,0
"Island",1,129800,Land,BLB,267,Yes,No,0
"Island",1,129802,Land,BLB,268,Yes,No,0
"Swamp",2,129806,Land,BLB,270,Yes,No,0
"Mountain",1,129814,Land,BLB,274,Yes,No,0
"Mountain",2,129816,Land,BLB,275,Yes,No,0
"Forest",1,129824,Land,BLB,279,Yes,No,0
"Insidious Fungus",1,129898,Promo,DSK,321,Yes,No,0
"Under the Skin",1,129902,Promo,DSK,323,Yes,No,0
"Shardmage's Rescue",2,129932,Promo,DSK,411,Yes,No,0
"Drag to the Roots",1,129938,Promo,DSK,414,Yes,No,0
"Inquisitive Glimmer",2,129940,Promo,DSK,415,Yes,No,0
"Grand Entryway/Elegant Rotunda",2,129942,Promo,DSK,287,Yes,No,0
"Optimistic Scavenger",1,129944,Promo,DSK,288,Yes,No,0
"Clockwork Percussionist",1,129958,Promo,DSK,295,Yes,No,0
"Oblivious Bookworm",1,129968,Promo,DSK,300,Yes,No,0
"Balustrade Wurm",1,130467,Rare,DSK,168,No,No,0
"Avatar - VCL 2024 Competitor",1,131450,Rare,VAN,/601,No,No,0
"Path to Exile",1,131962,Uncommon,PIP,169,Yes,No,0
"Whirler Rogue",1,131986,Uncommon,PIP,181,Yes,No,0
"Abundant Growth",1,132012,Common,PIP,194,Yes,No,0
"Rancor",1,132034,Uncommon,PIP,205,Yes,No,0
"Charisma Bobblehead",1,132510,Uncommon,PIP,130,Yes,No,0
"Endurance Bobblehead",1,132514,Uncommon,PIP,132,Yes,No,0
"Intelligence Bobblehead",1,132518,Uncommon,PIP,134,Yes,No,0
"Strength Bobblehead",1,132536,Uncommon,PIP,143,Yes,No,0
"High Fae Trickster",1,133020,Promo,FDN,375,No,No,0
"Youthful Valkyrie",1,133141,Promo,FDN,303,Yes,No,0
"Vengeful Bloodwitch",1,133185,Promo,FDN,325,Yes,No,0
"Abrade",2,133189,Promo,FDN,327,Yes,No,0
"Laboratory Maniac",1,135005,Promo,INR,359,Yes,No,0
"Pack Guardian",1,135119,Promo,INR,416,Yes,No,0
"Splinterfright",1,135127,Promo,INR,420,Yes,No,0
"Swamp",1,136107,Land,DFT,283,No,No,0
"Mountain",1,136117,Land,DFT,288,No,No,0
"Brightfield Glider",2,136131,Common,DFT,4,No,No,0
"Collision Course",1,136143,Common,DFT,10,No,No,0
"Daring Mechanic",1,136146,Common,DFT,11,Yes,No,0
"Gallant Strike",1,136149,Uncommon,DFT,13,No,No,0
"Guidelight Synergist",1,136155,Uncommon,DFT,16,No,No,0
"Lightwheel Enhancements",1,136163,Common,DFT,20,No,No,0
"Spotcycle Scouter",1,136183,Common,DFT,30,No,No,0
"Swiftwing Assailant",1,136187,Common,DFT,32,No,No,0
"Voyager Glidecar",1,136195,Rare,DFT,36,No,No,0
"Bounce Off",2,136201,Common,DFT,39,No,No,0
"Glitch Ghost Surveyor",1,136211,Common,DFT,44,No,No,0
"Glitch Ghost Surveyor",1,136212,Common,DFT,44,Yes,No,0
"Howler's Heavy",1,136215,Common,DFT,46,No,No,0
"Howler's Heavy",1,136216,Common,DFT,46,Yes,No,0
"Hulldrifter",1,136217,Common,DFT,47,No,No,0
"Midnight Mangler",1,136224,Common,DFT,50,Yes,No,0
"Nimble Thopterist",1,136229,Common,DFT,53,No,No,0
"Repurposing Bay",1,136235,Rare,DFT,56,No,No,0
"Scrounging Skyray",1,136243,Uncommon,DFT,60,No,No,0
"Slick Imitator",1,136248,Uncommon,DFT,62,Yes,No,0
"Spectral Interference",2,136249,Common,DFT,63,No,No,0
"Spell Pierce",1,136251,Uncommon,DFT,64,No,No,0
"Spikeshell Harrier",2,136253,Uncommon,DFT,65,No,No,0
"Stall Out",2,136255,Common,DFT,66,No,No,0
"Stock Up",1,136257,Uncommon,DFT,67,No,No,0
"Trade the Helm",2,136261,Uncommon,DFT,69,No,No,0
"Trip Up",2,136265,Common,DFT,71,No,No,0
"Ancient Vendetta",1,136274,Uncommon,DFT,75,Yes,No,0
"Bloodghast",1,136277,Rare,DFT,77,No,No,0
"Chitin Gravestalker",1,136281,Common,DFT,79,No,No,0
"Deathless Pilot",1,136287,Common,DFT,82,No,No,0
"Engine Rat",2,136291,Common,DFT,84,No,No,0
"Grim Bauble",1,136300,Common,DFT,88,Yes,No,0
"Grim Javelineer",1,136301,Common,DFT,89,No,No,0
"Maximum Overdrive",1,136315,Common,DFT,96,No,No,0
"Pactdoll Terror",1,136321,Common,DFT,99,No,No,0
"Risky Shortcut",2,136329,Common,DFT,103,No,No,0
"Shefet Archfiend",1,136331,Uncommon,DFT,104,No,No,0
"Spin Out",1,136335,Common,DFT,106,No,No,0
"Wreckage Wickerfolk",1,136344,Common,DFT,110,Yes,No,0
"Wretched Doll",1,136345,Uncommon,DFT,111,No,No,0
"Burner Rocket",1,136351,Common,DFT,114,No,No,0
